Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Margins,Price / International,Compare At Price / International,Status
don-pcp1052-brake-pads-full-set-of-4-rear,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1052-brake-pads-full-set-of-4-rear-pcp1052-don-30357217706047_x640.jpg?v=1765688021,3,DON PCP1052 Brake Pads Full Set Of 4 Rear,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1057-brake-pads-full-set-of-4-front,DON PCP1057 Brake Pads Full Set Of 4 Front,"<h4><strong>Description</strong></h4><p>This is DON PCP1057 Brake Pads Full Set Of 4 Front</p>        <p>&nbsp;</p><h4>Features</h4><table><thead><tr><th>Name</th><th>Value</th></tr></thead><tbody><tr><td>Width [mm]</td><td>123</td></tr><tr><td>Height [mm]</td><td>53,6</td></tr><tr><td>Thickness [mm]</td><td>17</td></tr><tr><td>Wear Warning Contact</td><td>with acoustic wear warning</td></tr><tr><td>Number of wear indicators [per axle]</td><td>2</td></tr><tr><td>Supplementary Article/Supplementary Info 2</td><td>with brake caliper screws</td></tr><tr><td>Supplementary Article/Supplementary Info</td><td>with accessories</td></tr><tr><td>WVA Number</td><td>25095</td></tr><tr><td>Brake System</td><td>Bosch</td></tr><tr><td>Packaging length [cm]</td><td>13</td></tr><tr><td>Packaging width [cm]</td><td>10,4</td></tr><tr><td>Packaging height [cm]</td><td>6,2</td></tr><tr><td>Weight [kg]</td><td>1,4</td></tr></tbody></table>        <p>&nbsp;</p>        <h4>Compatibility</h4><p>Feel free to contact us at info@mlperformance.co.uk should you wish to double check!</p>        <p>&nbsp;</p>        <h4>Compatibility Check</h4><p>To ensure the part(s) you have ordered fits your vehicle, we run a compatibility check prior to dispatch. We can do this either using your registration number (UK) or the last 7 digits of your VIN. Simply enter your car details prior to checkout.</p>        <p>&nbsp;</p>        <h4>Part Number</h4><p>DON-PCP1057</p>        <p>&nbsp;</p>        <h4>More Information</h4><p><strong>Manufactured by</strong></p><p>DON</p>",DON,,,"Uploaded by_Muazzim, 2026_New Products, MLP Discount 2026, Brand_DON, Product Type_",TRUE,Title,Default Title,,,,,DON-PCP1057,1350,shopify,continue,manual,,,TRUE,TRUE,'5028740900973,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1057-brake-pads-full-set-of-4-front-pcp1057-don-30288135749695_x640.jpg?v=1765689263,1,DON PCP1057 Brake Pads Full Set Of 4 Front,,DON PCP1057 Brake Pads Full Set Of 4 Front,Get DON PCP1057 Brake Pads Full Set Of 4 Front for your car to get your desired looks and performance from ML Performance at the lowest price with FREE UK shipping & next day delivery on in stock items. Very cheap prices & good service.,,,,PCP1057,,,new,,,,,,,,kg,8708949900,12.3,,,,active
don-pcp1057-brake-pads-full-set-of-4-front,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1057-brake-pad-set-disc-brake-pcp1057-don-30248840134719_x640.jpg?v=1765689265,2,DON PCP1057 Brake Pads Full Set Of 4 Front,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1057-brake-pads-full-set-of-4-front,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1057-brake-pads-full-set-of-4-front-pcp1057-don-30357243756607_x640.jpg?v=1765689266,3,DON PCP1057 Brake Pads Full Set Of 4 Front,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1059-brake-pads-full-set-of-4-rear,DON PCP1059 Brake Pads Full Set Of 4 Rear,"<h4><strong>Description</strong></h4><p>This is DON PCP1059 Brake Pads Full Set Of 4 Rear</p>        <p>&nbsp;</p><h4>Features</h4><table><thead><tr><th>Name</th><th>Value</th></tr></thead><tbody><tr><td>Width [mm]</td><td>104,9</td></tr><tr><td>Height [mm]</td><td>42,7</td></tr><tr><td>Thickness [mm]</td><td>16,9</td></tr><tr><td>Wear Warning Contact</td><td>with acoustic wear warning</td></tr><tr><td>Supplementary Article/Supplementary Info 2</td><td>with brake caliper screws</td></tr><tr><td>Supplementary Article/Supplementary Info</td><td>with accessories</td></tr><tr><td>WVA Number</td><td>23258</td></tr><tr><td>Brake System</td><td>Bosch</td></tr><tr><td>Packaging length [cm]</td><td>13</td></tr><tr><td>Packaging width [cm]</td><td>10,4</td></tr><tr><td>Packaging height [cm]</td><td>6,2</td></tr><tr><td>Weight [kg]</td><td>0,85</td></tr></tbody></table>        <p>&nbsp;</p>        <h4>Compatibility</h4><p>Feel free to contact us at info@mlperformance.co.uk should you wish to double check!</p>        <p>&nbsp;</p>        <h4>Compatibility Check</h4><p>To ensure the part(s) you have ordered fits your vehicle, we run a compatibility check prior to dispatch. We can do this either using your registration number (UK) or the last 7 digits of your VIN. Simply enter your car details prior to checkout.</p>        <p>&nbsp;</p>        <h4>Part Number</h4><p>DON-PCP1059</p>        <p>&nbsp;</p>        <h4>More Information</h4><p><strong>Manufactured by</strong></p><p>DON</p>",DON,,,"Uploaded by_Muazzim, 2026_New Products, MLP Discount 2026, Brand_DON, Product Type_",TRUE,Title,Default Title,,,,,DON-PCP1059,940,shopify,continue,manual,,,TRUE,TRUE,'5028740901031,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1059-brake-pads-full-set-of-4-rear-pcp1059-don-30288365617215_x640.jpg?v=1765690913,1,DON PCP1059 Brake Pads Full Set Of 4 Rear,,DON PCP1059 Brake Pads Full Set Of 4 Rear,Get DON PCP1059 Brake Pads Full Set Of 4 Rear for your car to get your desired looks and performance from ML Performance at the lowest price with FREE UK shipping & next day delivery on in stock items. Very cheap prices & good service.,,,,PCP1059,,,new,,,,,,,,kg,8708949900,8.87,,,,active
don-pcp1059-brake-pads-full-set-of-4-rear,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1059-brake-pad-set-disc-brake-pcp1059-don-30248857632831_x640.jpg?v=1765690913,2,DON PCP1059 Brake Pads Full Set Of 4 Rear,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1059-brake-pads-full-set-of-4-rear,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1059-brake-pads-full-set-of-4-rear-pcp1059-don-30357278818367_x640.jpg?v=1765690915,3,DON PCP1059 Brake Pads Full Set Of 4 Rear,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1070-brake-pads-full-set-of-4-rear,DON PCP1070 Brake Pads Full Set Of 4 Rear,"<h4><strong>Description</strong></h4><p>This is DON PCP1070 Brake Pads Full Set Of 4 Rear</p>        <p>&nbsp;</p><h4>Features</h4><table><thead><tr><th>Name</th><th>Value</th></tr></thead><tbody><tr><td>Width [mm]</td><td>106,6</td></tr><tr><td>Height [mm]</td><td>47,1</td></tr><tr><td>Thickness [mm]</td><td>16,7</td></tr><tr><td>Wear Warning Contact</td><td>with acoustic wear warning</td></tr><tr><td>Number of wear indicators [per axle]</td><td>4</td></tr><tr><td>Supplementary Article/Supplementary Info</td><td>with accessories</td></tr><tr><td>WVA Number</td><td>24421</td></tr><tr><td>Brake System</td><td>TRW</td></tr><tr><td>Packaging length [cm]</td><td>13</td></tr><tr><td>Packaging width [cm]</td><td>10,4</td></tr><tr><td>Packaging height [cm]</td><td>6,2</td></tr><tr><td>Weight [kg]</td><td>1,2</td></tr></tbody></table>        <p>&nbsp;</p>        <h4>Compatibility</h4><p>Feel free to contact us at info@mlperformance.co.uk should you wish to double check!</p>        <p>&nbsp;</p>        <h4>Compatibility Check</h4><p>To ensure the part(s) you have ordered fits your vehicle, we run a compatibility check prior to dispatch. We can do this either using your registration number (UK) or the last 7 digits of your VIN. Simply enter your car details prior to checkout.</p>        <p>&nbsp;</p>        <h4>Part Number</h4><p>DON-PCP1070</p>        <p>&nbsp;</p>        <h4>More Information</h4><p><strong>Manufactured by</strong></p><p>DON</p>",DON,,,"Uploaded by_Muazzim, 2026_New Products, MLP Discount 2026, Brand_DON, Product Type_",TRUE,Title,Default Title,,,,,DON-PCP1070,1200,shopify,continue,manual,,,TRUE,TRUE,'5028740902052,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1070-brake-pads-full-set-of-4-rear-pcp1070-don-30288250798143_x640.jpg?v=1765687581,1,DON PCP1070 Brake Pads Full Set Of 4 Rear,,DON PCP1070 Brake Pads Full Set Of 4 Rear,Get DON PCP1070 Brake Pads Full Set Of 4 Rear for your car to get your desired looks and performance from ML Performance at the lowest price with FREE UK shipping & next day delivery on in stock items. Very cheap prices & good service.,,,,PCP1070,,,new,,,,,,,,kg,8708949900,13.8,,,,active
don-pcp1070-brake-pads-full-set-of-4-rear,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1070-brake-pad-set-disc-brake-pcp1070-don-30248821588031_x640.jpg?v=1765687581,2,DON PCP1070 Brake Pads Full Set Of 4 Rear,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1070-brake-pads-full-set-of-4-rear,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1070-brake-pads-full-set-of-4-rear-pcp1070-don-30357208367167_x640.jpg?v=1765687583,3,DON PCP1070 Brake Pads Full Set Of 4 Rear,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1081-brake-pads-full-set-of-4-front,DON PCP1081 Brake Pads Full Set Of 4 Front,"<h4><strong>Description</strong></h4><p>This is DON PCP1081 Brake Pads Full Set Of 4 Front</p>        <p>&nbsp;</p><h4>Features</h4><table><thead><tr><th>Name</th><th>Value</th></tr></thead><tbody><tr><td>Width [mm]</td><td>137,9</td></tr><tr><td>Height [mm]</td><td>54,9</td></tr><tr><td>Thickness [mm]</td><td>17</td></tr><tr><td>Wear Warning Contact</td><td>with acoustic wear warning</td></tr><tr><td>Number of wear indicators [per axle]</td><td>2</td></tr><tr><td>WVA Number</td><td>24346</td></tr><tr><td>Packaging length [cm]</td><td>17,8</td></tr><tr><td>Packaging width [cm]</td><td>14,6</td></tr><tr><td>Packaging height [cm]</td><td>5,2</td></tr><tr><td>Weight [kg]</td><td>1,5</td></tr></tbody></table>        <p>&nbsp;</p>        <h4>Compatibility</h4><p>Feel free to contact us at info@mlperformance.co.uk should you wish to double check!</p>        <p>&nbsp;</p>        <h4>Compatibility Check</h4><p>To ensure the part(s) you have ordered fits your vehicle, we run a compatibility check prior to dispatch. We can do this either using your registration number (UK) or the last 7 digits of your VIN. Simply enter your car details prior to checkout.</p>        <p>&nbsp;</p>        <h4>Part Number</h4><p>DON-PCP1081</p>        <p>&nbsp;</p>        <h4>More Information</h4><p><strong>Manufactured by</strong></p><p>DON</p>",DON,,,"Uploaded by_Muazzim, 2026_New Products, MLP Discount 2026, Brand_DON, Product Type_",TRUE,Title,Default Title,,,,,DON-PCP1081,1520,shopify,continue,manual,,,TRUE,TRUE,'5028740901550,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1081-brake-pads-full-set-of-4-front-pcp1081-don-30287455322175_x640.jpg?v=1765685729,1,DON PCP1081 Brake Pads Full Set Of 4 Front,,DON PCP1081 Brake Pads Full Set Of 4 Front,Get DON PCP1081 Brake Pads Full Set Of 4 Front for your car to get your desired looks and performance from ML Performance at the lowest price with FREE UK shipping & next day delivery on in stock items. Very cheap prices & good service.,,,,PCP1081,,,new,,,,,,,,kg,8708949900,13.11,,,,active
don-pcp1081-brake-pads-full-set-of-4-front,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1081-brake-pad-set-disc-brake-pcp1081-don-30249361604671_x640.jpg?v=1765685730,2,DON PCP1081 Brake Pads Full Set Of 4 Front,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1081-brake-pads-full-set-of-4-front,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1081-brake-pads-full-set-of-4-front-pcp1081-don-30357168914495_x640.jpg?v=1765685731,3,DON PCP1081 Brake Pads Full Set Of 4 Front,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1086-brake-pads-full-set-of-4-front,DON PCP1086 Brake Pads Full Set Of 4 Front,"<h4><strong>Description</strong></h4><p>This is DON PCP1086 Brake Pads Full Set Of 4 Front</p>        <p>&nbsp;</p><h4>Features</h4><table><thead><tr><th>Name</th><th>Value</th></tr></thead><tbody><tr><td>Width [mm]</td><td>148,2</td></tr><tr><td>Height [mm]</td><td>60,3</td></tr><tr><td>Thickness [mm]</td><td>18,8</td></tr><tr><td>Wear Warning Contact</td><td>with acoustic wear warning</td></tr><tr><td>Number of wear indicators [per axle]</td><td>2</td></tr><tr><td>Supplementary Article/Supplementary Info</td><td>with accessories</td></tr><tr><td>WVA Number</td><td>25031</td></tr><tr><td>Brake System</td><td>TRW</td></tr><tr><td>Packaging length [cm]</td><td>17,8</td></tr><tr><td>Packaging width [cm]</td><td>14,6</td></tr><tr><td>Packaging height [cm]</td><td>5,2</td></tr><tr><td>Weight [kg]</td><td>1,9</td></tr></tbody></table>        <p>&nbsp;</p>        <h4>Compatibility</h4><p>Feel free to contact us at info@mlperformance.co.uk should you wish to double check!</p>        <p>&nbsp;</p>        <h4>Compatibility Check</h4><p>To ensure the part(s) you have ordered fits your vehicle, we run a compatibility check prior to dispatch. We can do this either using your registration number (UK) or the last 7 digits of your VIN. Simply enter your car details prior to checkout.</p>        <p>&nbsp;</p>        <h4>Part Number</h4><p>DON-PCP1086</p>        <p>&nbsp;</p>        <h4>More Information</h4><p><strong>Manufactured by</strong></p><p>DON</p>",DON,,,"Uploaded by_Muazzim, 2026_New Products, MLP Discount 2026, Brand_DON, Product Type_",TRUE,Title,Default Title,,,,,DON-PCP1086,2090,shopify,continue,manual,,,TRUE,TRUE,'5028740901673,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1086-brake-pads-full-set-of-4-front-pcp1086-don-30288118841407_x640.jpg?v=1765688048,1,DON PCP1086 Brake Pads Full Set Of 4 Front,,DON PCP1086 Brake Pads Full Set Of 4 Front,Get DON PCP1086 Brake Pads Full Set Of 4 Front for your car to get your desired looks and performance from ML Performance at the lowest price with FREE UK shipping & next day delivery on in stock items. Very cheap prices & good service.,,,,PCP1086,,,new,,,,,,,,kg,8708949900,18.06,,,,active
don-pcp1086-brake-pads-full-set-of-4-front,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1086-brake-pad-set-disc-brake-pcp1086-don-30249365176383_x640.jpg?v=1765688049,2,DON PCP1086 Brake Pads Full Set Of 4 Front,,,,,,,,,,,,,,,,,,,,,,,,
don-pcp1086-brake-pads-full-set-of-4-front,,,,,,,,,,,,,,,,,,,,,,,,https://tradevehicleparts.co.uk/cdn/shop/products/pcp1086-brake-pads-full-set-of-4-front-pcp1086-don-30357221277759_x640.jpg?v=1765688050,3,DON PCP1086 Brake Pads Full Set Of 4 Front,,,,,,,,,,,,,,,,,,,,,,,,
